vote_count,id,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year
978,62835,FALSE,6.5,Colombiana,11.659522,/tJIWuZC4ZVUJdVHXJfefUDzS2BX.jpg,en,Colombiana,28|53|80|18,/uo5krr5i4q33TlHhTHI3PmpVjJu.jpg,FALSE,"Zoe Saldana plays a young woman who, after witnessing her parents’ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.",2011-07-27,2011
1451,40805,FALSE,5.5,The Green Hornet,11.655702,/hZvTFnyqiTiQDO1FRsQvwhFNg3G.jpg,en,The Green Hornet,28|80|35,/obqNqj4tBoUkWzufsMLmDABFLEL.jpg,FALSE,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",2011-01-12,2011
561,71469,FALSE,4.8,The Darkest Hour,11.640362,/vRfn8Zxm4Xfssb7TFiSMDfpJEn.jpg,en,The Darkest Hour,27|28|53|878,/9uL5Hadx538BHViDICGBEwdK7If.jpg,FALSE,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",2011-12-22,2011
743,48231,FALSE,6.3,A Dangerous Method,11.610808,/vKoP2wiyP71abIGxZ2oCmgnWG6K.jpg,en,A Dangerous Method,18|53,/5ySQ4UwjvIbaHnnEf6SzJS6Qfxr.jpg,FALSE,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",2011-09-30,2011
1684,60308,FALSE,7.1,Moneyball,11.576918,/3oAa8mJJ97CH9AeGEY6vjAxqcvZ.jpg,en,Moneyball,18,/pxlaSPleGSNI8jJZYGhXH5LdI1B.jpg,FALSE,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",2011-09-22,2011
1103,55779,FALSE,5.9,Final Destination 5,11.455714,/m4xhyjrybUGGY2p6bjrF4AO5Osl.jpg,en,Final Destination 5,27|9648,/3ngwmwSSSymtg7XXw2rgjnML2yT.jpg,FALSE,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",2011-08-12,2011
1172,59965,FALSE,5.6,Abduction,11.404538,/cUT6NQP5LAJpmUoStGtXmvNt4zA.jpg,en,Abduction,53|28|9648,/4h6c98SPvXCfmZ0Qn5TaCZisy2K.jpg,FALSE,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,2011-09-22,2011
287,56288,FALSE,4.5,Spy Kids: All the Time in the World,11.34109,/eHldUGDNxb4ZPQSPDnGolyFDECa.jpg,en,Spy Kids: All the Time in the World,10751|35|28,/aezGIrtl4Q8KaLltPum0hR4VRuB.jpg,FALSE,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",2011-08-18,2011
1008,60935,FALSE,6,The Thing,11.209985,/a2Cme25fHcSdIQ2wW6aWmE4owUI.jpg,en,The Thing,27|878|9648|53,/mspjoQKJ8NSvJZ6BzaM1XKNzofD.jpg,FALSE,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",2011-10-12,2011
638,55420,FALSE,6.7,Another Earth,11.137212,/qvGJK3lFzpifAdyIupMNdWNX0qr.jpg,en,Another Earth,18|878,/pA4hFuoOVS0ejgE1Cjv8f9dhy7B.jpg,FALSE,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",2011-07-22,2011
187,65851,FALSE,5.9,Jackass 3.5,10.948413,/ppjN0BZaOJ6aHMXsECHJ0dpFb8Z.jpg,en,Jackass 3.5,35|99|28,/uqq2Pdb9eWXQz0Fe8IMpDvbOutD.jpg,FALSE,"Jackass 3.5 is a 2011 sequel to Jackass 3D, composed of unused footage shot during the filming of Jackass 3D and interviews from cast and crew",2011-08-03,2011
583,38319,FALSE,5.3,Your Highness,10.940705,/d0P3WWy3Fc3JuORpdkkHhPrhlVc.jpg,en,Your Highness,35,/8rxetgG9pp2diwH23HgpC9Coghi.jpg,FALSE,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",2011-04-08,2011
376,81025,FALSE,6.3,Salmon Fishing in the Yemen,10.903634,/bzLlr1RhZYQ2uLvNjR9hb5A5kZ9.jpg,en,Salmon Fishing in the Yemen,18,/cnt7Q0jrwM4BZo0CmFTmM8pKCwD.jpg,FALSE,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,2011-09-10,2011
635,55301,FALSE,5.4,Alvin and the Chipmunks: Chipwrecked,10.888518,/31IPWvH2l4ycyK8EsMOmmwiJC7n.jpg,en,Alvin and the Chipmunks: Chipwrecked,35|14|10751|10402|16,/qc0NReaia4MNsr8Ens054x6udrX.jpg,FALSE,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",2011-12-14,2011
526,75900,FALSE,6.7,My Week with Marilyn,10.728296,/exyLhOls9XyWr5Eq5F8HX0I6mPu.jpg,en,My Week with Marilyn,18,/ez5WJJ9VsFvOASh0nbm8L4lkdju.jpg,FALSE,"Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress.",2011-10-17,2011
521,73567,FALSE,6.4,Killer Joe,10.724266,/mGLeViPOSwkF4rG9c0ZngJECrk2.jpg,en,Killer Joe,80|18|53,/8UigwLLO5e8xtlDZxSWsiYf5OuR.jpg,FALSE,A cop (Matthew McConaughey) who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer (Emile Hirsch) in exchange for a tumble with the young man's virginal sister (Juno Temple).,2011-09-10,2011
644,50839,FALSE,6.7,Margin Call,10.654255,/h4Cv588VpNpO9twXsdorhz6K8t1.jpg,en,Margin Call,53|18,/rPVPJga5BTKK1cpeaChJeUh5ZMK.jpg,FALSE,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,2011-09-28,2011
1543,40807,FALSE,7,50/50,10.582695,/uDKmnFHqE3rQ9r6ErQsOZWuzXN8.jpg,en,50/50,35|18,/kGac26bIqfwm8eqbP1RjKP70brE.jpg,FALSE,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",2011-09-30,2011
974,58224,FALSE,5.7,Mr. Popper's Penguins,10.463449,/qKkyePjlG9yilHpS89ZOc3N2Cd1.jpg,en,Mr. Popper's Penguins,35|10751,/kJTtIU4sBfgGa6GqPkpFh3K07qM.jpg,FALSE,"Jim Carrey stars as Tom Popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down.",2011-06-17,2011
1316,74643,FALSE,7.3,The Artist,10.459702,/i0mpvMIIjyubXsVKug9vX0lYpnd.jpg,en,The Artist,18|35|10749,/tr6OExnBfjLADi9OyZoW308mPAp.jpg,FALSE,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",2011-05-15,2011
384,74998,FALSE,5.9,Seeking Justice,10.446901,/c6KIX0NY9qGlMNLyII8NloC1AC1.jpg,en,Seeking Justice,28|18|53,/47KqyhPlKVdsudOKXKeJaJ6KoV5.jpg,FALSE,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",2011-09-02,2011
150,86331,FALSE,4.2,Desire,10.373808,/9Jg9s4yTEndNmy1SSXRF9jdxY9D.jpg,fr,Q,18|10749,/91Ai1mhDN2bd9FdaAlRS3UhHVlr.jpg,FALSE,"In a social context deteriorated by a countrywide economic crisis, the life of several people will be turned upside down after they meet Cecile, a character who symbolizes desire.",2011-09-14,2011
78,86130,FALSE,6.6,Pixie Hollow Games,10.321785,/rY5QnHG6NAYIMletqYkwcOpg7yZ.jpg,en,Pixie Hollow Games,16|10751,/83hEhF9igc7L7LEC5nJ60A3EwVn.jpg,FALSE,"Rosetta and new arrival Chloe band together to try to break the garden fairies' legendary losing streak in the Pixie Hollow Games, a sports spectacle filled with pixie pageantry, fantastic fairy events and hilarious surprises.",2011-12-24,2011
943,88794,FALSE,6,J. Edgar,10.312447,/upACO9i21lb5lG7ovf51m3lIPcv.jpg,en,J. Edgar,18|80|36,/8VHxc79a8wZRM6jfw2yhXtZkn1.jpg,FALSE,"As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.",2011-11-09,2011
303,51162,FALSE,6.8,Winnie the Pooh,10.28406,/dD3IiGBPHeuqiNsvbmR2vcNMqt4.jpg,en,Winnie the Pooh,16|10751,/7FZJz63TtQtF9Jlz36N2YjhODD6.jpg,FALSE,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",2011-04-13,2011
925,62838,FALSE,5.7,New Year's Eve,10.041217,/el1pKVogVwmE1dpbeAO1Ol6y1Vl.jpg,en,New Year's Eve,35|10749,/zpoWepchcTiG49cMiMDzttjaI1V.jpg,FALSE,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,2011-12-08,2011
13763,24428,FALSE,7.5,The Avengers,67.170924,/cezWGskPY5x7GaglTTRN4Fugfb8.jpg,en,The Avengers,878|28|12,/hbn46fQaRmlpBuUrEiFqv0GDL6Y.jpg,FALSE,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012-04-25,2012
10643,49026,FALSE,7.6,The Dark Knight Rises,45.259468,/dEYnvnUfXrqvqeRSqvIEtmzhoA8.jpg,en,The Dark Knight Rises,28|80|18|53,/3bgtUfKQKNi3nJsAB5URpP2wdRt.jpg,FALSE,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",2012-07-16,2012
8574,37724,FALSE,7,Skyfall,43.117253,/uVALAeLEMGMf3oYpvdVi4uuaNOo.jpg,en,Skyfall,28|12|53,/kzIpTXDc2utXo9ZaFfG6aU8x7ro.jpg,FALSE,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",2012-10-25,2012
3346,50620,FALSE,6.1,The Twilight Saga: Breaking Dawn - Part 2,43.05135,/kJQPygYB8aNEevZZHRifyYrAdU9.jpg,en,The Twilight Saga: Breaking Dawn - Part 2,12|14|18|10749,/hK8gap1Y2zAvFHcKuqe6og15c4b.jpg,FALSE,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",2012-11-13,2012
7847,1930,FALSE,6.5,The Amazing Spider-Man,38.615885,/eA2D86Y6VPWuUzZyatiLBwpTilQ.jpg,en,The Amazing Spider-Man,28|12|14,/4Dd0CcqIHeyJFALYVzpHrsnbOX6.jpg,FALSE,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",2012-06-27,2012
11882,68718,FALSE,7.9,Django Unchained,37.973226,/5WJnxuw41sddupf8cwOxYftuvJG.jpg,en,Django Unchained,18|37,/qUcmEqnzIwlwZxSyTf3WliSfAjJ.jpg,FALSE,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012-12-25,2012
2843,114150,FALSE,7.3,Pitch Perfect,34.747153,/cLUMPdwCV0Dxd3P1ZkCXe7bVImI.jpg,en,Pitch Perfect,35|10402|10749,/ePqwTIoJeKJwShMABMst5duBcw9.jpg,FALSE,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",2012-09-28,2012
5863,70981,FALSE,6.3,Prometheus,34.053577,/ng8ALjSDhUmwLl7vtjUWIZNQSlt.jpg,en,Prometheus,878|12|9648,/rRhoMIqgdX9wEtRUOLsqXKkH9I0.jpg,FALSE,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",2012-05-30,2012
5688,82693,FALSE,7,Silver Linings Playbook,32.933181,/ilrZAV2klTB0FLxLb01bOp5pzD9.jpg,en,Silver Linings Playbook,18|35|10749,/6YEWKSFIWFTLnInzXYiSaS7pVOP.jpg,FALSE,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",2012-09-08,2012
3211,57800,FALSE,6.2,Ice Age: Continental Drift,32.125206,/u30xsZd3mijrdBKA6CeDsozx48g.jpg,en,Ice Age: Continental Drift,16|35|12|10751,/tZGKKeWGejt63jiSdi7MTAjCFE9.jpg,FALSE,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",2012-06-26,2012
6737,87827,FALSE,7.2,Life of Pi,31.556217,/sLYdcz7easaS7CmJGwQcVVYZqiF.jpg,en,Life of Pi,12|18|28,/2Zvd5gKOSvUGJpWtmpsFQvfPd2z.jpg,FALSE,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",2012-11-20,2012
5356,82690,FALSE,7.1,Wreck-It Ralph,29.858804,/93FsllrXXWncp7BQYTdOU1XMRXo.jpg,en,Wreck-It Ralph,10751|16|35|12,/1HjKgkIdR2qw8ihM6MTxgdST2kM.jpg,FALSE,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",2012-11-01,2012
2787,22970,FALSE,6.6,The Cabin in the Woods,29.706471,/utfJuX6DfR28Mv2FMfnPFAYOmTU.jpg,en,The Cabin in the Woods,27|35|53,/214TKe8WBBbFXVrBRV9RECeE4oW.jpg,FALSE,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",2012-04-12,2012
5751,72105,FALSE,6.3,Ted,29.398913,/yLdP2vDa1BqxLSbikGypGtAEOGe.jpg,en,Ted,35|14,/sPiFgbWMSQxVMO6TuRFrkeWwarI.jpg,FALSE,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",2012-06-29,2012
3722,58595,FALSE,5.8,Snow White and the Huntsman,29.224823,/40iabcM7KQLJzmO8yGm8AvUbxZR.jpg,en,Snow White and the Huntsman,12|14|18,/sPnG1FDAMkhzsOYRpT9MEF8ZkUv.jpg,FALSE,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",2012-05-30,2012
2282,82695,FALSE,7.2,Les Misérables,29.201136,/qEsrAHoxj746FRb7OLGYjrx1AI3.jpg,en,Les Misérables,36|18,/srWMIJYWQYPUgcE3Tqw17GeyEfB.jpg,FALSE,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",2012-12-18,2012
4851,41154,FALSE,6.3,Men in Black 3,29.100892,/l9hrvXyGq19f6jPRZhSVRibTMwW.jpg,en,Men in Black 3,28|35|878,/7u3UyejCbhM3jXcZ86xzA9JJxge.jpg,FALSE,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",2012-05-23,2012
2492,81188,FALSE,7.1,Rise of the Guardians,28.372106,/sIZr3pWcnLTjMkOaTkBrV967lTK.jpg,en,Rise of the Guardians,16|10751|14,/uLAzeXooxaCJvxltbEqZQHLxniP.jpg,FALSE,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",2012-11-21,2012
3505,83542,FALSE,6.7,Cloud Atlas,28.260178,/8VNiyIp67ZxhpNgdrwACW0jgvP2.jpg,en,Cloud Atlas,18|878,/2ZA03KiD4jePTNBTJjGGFTNQPMA.jpg,FALSE,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",2012-10-26,2012
5376,59967,FALSE,6.7,Looper,28.06317,/o4qXZMrZlfuTfwwNGMyTcx6p2uO.jpg,en,Looper,28|53|878,/cZkPJ0noQvcR3oCCZ4pwYZeWUYi.jpg,FALSE,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",2012-09-26,2012
9585,49051,FALSE,7.1,The Hobbit: An Unexpected Journey,27.72607,/ysX7vDmSh5O19vFjAi56WL7l4nk.jpg,en,The Hobbit: An Unexpected Journey,12|14|28,/jjAq3tCezdlQduusgtMhpY2XzW0.jpg,FALSE,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",2012-11-26,2012
1992,97630,FALSE,6.7,Zero Dark Thirty,27.160752,/yg6IDNucLAEj7E5loTyTnUW2pgb.jpg,en,Zero Dark Thirty,53|18|36,/oSGHRXvdHFbUlSq2DplenVFdqqb.jpg,FALSE,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",2012-12-19,2012
3313,76163,FALSE,6.1,The Expendables 2,27.141119,/dJPnTe1qOcO7XqsJvESFph83m6m.jpg,en,The Expendables 2,28|12|53,/pIjnoUnXdLpROFzIRPNziPzgBUp.jpg,FALSE,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",2012-08-08,2012
2830,64635,FALSE,5.8,Total Recall,27.002325,/tWBo7aZk3I1dLxmMj7ZJcN8uke5.jpg,en,Total Recall,28|878|12|53,/orFQbyZ6g7kPFaJXmgty0M88wJ0.jpg,FALSE,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.",2012-08-02,2012
3842,84892,FALSE,7.7,The Perks of Being a Wallflower,26.860998,/cyNQLnHnXZcTUDXVVSEYmquOTOI.jpg,en,The Perks of Being a Wallflower,18,/ncsbzGl0r3wRWFWQMREATaFoywm.jpg,FALSE,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",2012-09-20,2012
2286,80321,FALSE,6.4,Madagascar 3: Europe's Most Wanted,26.797088,/wd7NcMifnuf66gD2Fm7Tzz3yJ54.jpg,en,Madagascar 3: Europe's Most Wanted,16|10751,/alkQ9DQJdZutBCKdEHXUVCZnuAF.jpg,FALSE,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",2012-06-06,2012
1727,75174,FALSE,6.4,The Grey,26.525646,/bwN4x9RTLtDUDvaOWg4yvOBU38I.jpg,en,The Grey,28|18|53,/888jtZz0mWfANiml4Pfe9567o3X.jpg,FALSE,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,2012-01-26,2012
2513,49529,FALSE,6.1,John Carter,26.134387,/4QDBNt9PmxqUH4Ab2R5xKWqzXiQ.jpg,en,John Carter,28|12|878,/2eDepJWMMBHmZ7pt9MSqzGQeoDc.jpg,FALSE,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",2012-03-07,2012
1717,72976,FALSE,6.7,Lincoln,25.532116,/gkkiDu9srCCbCMxGKwNwKCxK7KF.jpg,en,Lincoln,36|18,/9vZzjmaXIYotKGnCfQyWBD7PAIO.jpg,FALSE,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",2012-11-09,2012
4785,64688,FALSE,6.8,21 Jump Street,25.412648,/mH6xazzfGdszadd1Xy9JgdZYvn1.jpg,en,21 Jump Street,28|35|80,/uOpFdld7CIifSEoGuRVgWqaeyFs.jpg,FALSE,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",2012-03-12,2012
2434,44833,FALSE,5.5,Battleship,25.233353,/7hN6WtMepoMZyeHZU2DM21cEj3z.jpg,en,Battleship,53|28|12|878,/gK3HCLid5M9AjzcIlKvhXjTHsfb.jpg,FALSE,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",2012-04-11,2012
2784,87502,FALSE,6.5,Flight,24.927947,/8XEbkjgorAm9xk15mF63jqJ4ByV.jpg,en,Flight,18,/yogIqTNfrDIybDQTGPDawi409PD.jpg,FALSE,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",2012-11-02,2012
1500,72331,FALSE,5.5,Abraham Lincoln: Vampire Hunter,24.115143,/lHcaLiPDDrLmJAL2MTlMzgM2s2x.jpg,en,Abraham Lincoln: Vampire Hunter,28|14|27,/6dJgvOSLD6DKYqd29HsC10Cjyii.jpg,FALSE,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",2012-06-20,2012
2553,80278,FALSE,7.1,The Impossible,23.740384,/sEx5mrVvVyyJHICMGe55KaUzEgt.jpg,en,Lo imposible,53|18,/r6LI3kLwRUMiyoo5HofgOIlnNCI.jpg,FALSE,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",2012-09-09,2012
1405,77016,FALSE,7.2,End of Watch,23.190699,/suqikqv0DjOsW8e0hst4YWDTmAX.jpg,en,End of Watch,80|18|53,/7Ithq2RXluFDJzd1BHwn7AiUW9D.jpg,FALSE,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,2012-09-20,2012
