vote_count,id,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year
6737,98,FALSE,8,Gladiator,40.389795,/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg,en,Gladiator,28|18|12,/5vZw7ltCKI0JiOYTtRxaIC3DX0e.jpg,FALSE,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",2000-05-01,2000
2354,955,FALSE,5.9,Mission: Impossible II,34.321805,/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg,en,Mission: Impossible II,12|28|53,/bDdVZNvxb670EMlZqeIy6RdyJ4V.jpg,FALSE,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",2000-05-24,2000
1980,4247,FALSE,6,Scary Movie,33.448758,/bvVmVFBVQLytK1H4TJTFdnhvf4T.jpg,en,Scary Movie,35,/s7dcAllZEVSrVIVMUVAUmwAxFmn.jpg,FALSE,"Following on the heels of popular teen-scream horror movies, with uproarious comedy and biting satire. Marlon and Shawn Wayans, Shannon Elizabeth and Carmen Electra pitch in to skewer some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix, American Pie and The Blair Witch Project.",2000-07-07,2000
5317,77,FALSE,8.1,Memento,30.757196,/fQMSaP88cf1nz4qwuNEEFtazuDM.jpg,en,Memento,9648|53,/oBUznaSdjkY3HtQUzAxgdIZqh4w.jpg,FALSE,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",2000-10-11,2000
3480,107,FALSE,7.7,Snatch,28.030853,/on9JlbGEccLsYkjeEph2Whm1DIp.jpg,en,Snatch,53|80,/cNLZ7YGRikb4IsLblrzu86ndZPw.jpg,FALSE,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",2000-09-01,2000
2005,11688,FALSE,7.3,The Emperor's New Groove,26.206734,/klhsrqyhvFaoM6Rwjo9dFPYJQSK.jpg,en,The Emperor's New Groove,12|16|35|10751|14,/wWzZUuvl17RU7rlPwTsG5y1wgxi.jpg,FALSE,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",2000-12-09,2000
2706,1359,FALSE,7.3,American Psycho,25.991199,/qXsylPM4Lr5397R3eHrfqHhTUNc.jpg,en,American Psycho,53|18|80,/zf7L87ZS2cXjaRT5d3ibIUaJvoo.jpg,FALSE,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",2000-04-13,2000
1381,2024,FALSE,6.9,The Patriot,25.494575,/tgXOraQmKatqrVs2KMgnNn6QpO.jpg,en,The Patriot,18|36|10752|28,/yQWiRYbsO0ceVm6EJ7TUaFXbYx1.jpg,FALSE,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",2000-06-28,2000
1562,4327,FALSE,5.5,Charlie's Angels,23.40577,/eBzf9d09Vgq2HSVC4fIZm1QNQd.jpg,en,Charlie's Angels,28|12|35|80|53,/AfXk5IqMZuznjjvEkrQuzQ9A5U6.jpg,FALSE,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",2000-11-02,2000
1312,3981,FALSE,6.2,What Women Want,23.251346,/xiL4PMdL2b5RRdsfEkGmaol2ScW.jpg,en,What Women Want,35|10749,/hUCf8nuuSjUwWlOmTVVPXJHl97v.jpg,FALSE,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",2000-12-15,2000
1249,1493,FALSE,6.2,Miss Congeniality,22.967158,/mILq93mndRkMRz1MgaKqD3WpR1d.jpg,en,Miss Congeniality,35|80|28,/bf70xnDBMgKZs3YrSE1zm25NsBm.jpg,FALSE,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",2000-12-14,2000
2222,1597,FALSE,6.6,Meet the Parents,22.105671,/wVjtQtzv9IcNRGnOOdcK797Sdxx.jpg,en,Meet the Parents,35|10749,/iMBlLEjC74OQbQ60bubdF27P35K.jpg,FALSE,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",2000-10-06,2000
1569,7443,FALSE,6.5,Chicken Run,21.625879,/z0MafJgUnVyVbczicYMkPKKHkBi.jpg,en,Chicken Run,16|35|10751,/yNF5xB9JY7UE5t4DuYntqdNqezc.jpg,FALSE,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Rocky the american rooster and Ginger the chicken decide to rebel against the evil Mr. and Mrs. Tweedy, the farm's owners. Rocky and Ginger lead their fellow chickens in a great escape from the murderous farmers and their farm of doom.",2000-06-21,2000
2093,8871,FALSE,6.3,How the Grinch Stole Christmas,21.624073,/vQfgNHbcIWS2j3AAAzLOtPUGVmB.jpg,en,How the Grinch Stole Christmas,10751|35|14,/xi6Q3gyfxbdVkHIqwyR4bk7b7GM.jpg,FALSE,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",2000-11-17,2000
1748,9679,FALSE,6.1,Gone in Sixty Seconds,21.337065,/nb2TRrlSdgi8wZAxTHdhsN0yMJw.jpg,en,Gone in Sixty Seconds,28|80|53,/ktyIKbX1UHJQkqYOTz9LTcrlhXG.jpg,FALSE,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",2000-06-09,2000
652,55,FALSE,7.6,Amores perros,21.144485,/8gEXmIzw1tDnBfOaCFPimkNIkmm.jpg,es,Amores perros,18|53,/AuXC0SsPZaAfddtSMnxSnbEeEjR.jpg,FALSE,Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,2000-06-16,2000
946,462,FALSE,7.1,Erin Brockovich,20.728163,/if90sXZkI4aaxdlhxKejpniT9ff.jpg,en,Erin Brockovich,18,/vfGCgrmvmP4hTEWDRO3uRBcMqlR.jpg,FALSE,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",2000-03-17,2000
2477,9741,FALSE,6.9,Unbreakable,20.665598,/pvL37V88plePxFSszCbV3wRHiBm.jpg,en,Unbreakable,878|53|18|28,/r6CPXyNjuuqE0HNP4DBX4poQtda.jpg,FALSE,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",2000-11-13,2000
1204,2123,FALSE,6.1,"Me, Myself & Irene",20.327701,/y7OG1Y2UvnaEoQEQIonnykJvdwt.jpg,en,"Me, Myself & Irene",35,/hSWKeFAkHjksJL3vd0D3VNqbKaC.jpg,FALSE,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",2000-06-22,2000
1377,134,FALSE,7.3,"O Brother, Where Art Thou?",20.307145,/eIqSzq6j3yuxNmifiUOh6iTpG9N.jpg,en,"O Brother, Where Art Thou?",28|12|35,/wGxK2uFowRXdyKcv8Gni7snK3yu.jpg,FALSE,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",2000-08-30,2000
1161,146,FALSE,7.2,"Crouching Tiger, Hidden Dragon",19.968142,/zooZQuDBqRpIoDjghEnNoIPFmyc.jpg,zh,卧虎藏龙,12|18|28|10749,/8KDyyrYWFX2SQV3fKDV0BZKz5dP.jpg,FALSE,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",2000-10-01,2000
1576,1907,FALSE,6.4,The Beach,19.702382,/4VgPflOJMxlqOYpAqXCm5J6BkYm.jpg,en,The Beach,18|12|10749|53,/uqseIBb0MH9dXic9RGmGaLvf56q.jpg,FALSE,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",2000-02-11,2000
981,786,FALSE,7.4,Almost Famous,19.433548,/9pNo92j6zSEAUB8pNmcJTkpnkBF.jpg,en,Almost Famous,18|10402,/zfucY8mxcrNeopFneyvyERZQah1.jpg,FALSE,"Almost Famous is an autobiographical inspired film about a 15-year-old who is hired by Rolling Stone magazine to follow and interview a rock band during their tour. A film about growing up, first love, disappointment, and the life of a rock star.",2000-09-15,2000
712,1900,FALSE,6.9,Traffic,19.319905,/9qPLd5hdXIlrAyknVWK38eZyUMo.jpg,en,Traffic,53|18|80,/ivAC8eZkzKoTf8EWQh7pkFD0AGS.jpg,FALSE,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",2000-12-27,2000
1220,392,FALSE,6.8,Chocolat,18.087059,/qVKYduwLJ5HjbeVVYqYPSAhWQqh.jpg,en,Chocolat,35|18|10749,/mUBjXjU43hhy5bHnpHztxSmiK40.jpg,FALSE,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",2000-12-14,2000
4087,8358,FALSE,7.5,Cast Away,15.383571,/w515BrZvczKIxbHurG6HIiYYrba.jpg,en,Cast Away,12|18,/frbW3kQXhVZPhceuQa1EqwZPXQr.jpg,FALSE,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",2000-12-22,2000
981,10637,FALSE,7.4,Remember the Titans,15.210866,/iI12IRzif2VjTkQJRDQw3WyWKdS.jpg,en,Remember the Titans,18,/2c5rkSPvdLfB0uzuHUtJiZ1sIC8.jpg,FALSE,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",2000-09-29,2000
2080,2787,FALSE,6.7,Pitch Black,14.0378,/j4iBVA49KDBX4ypfVcZxl1y7CCT.jpg,en,Pitch Black,53|878|28,/yc0cEEZ9OO6ydyYmCEfY90Q9jII.jpg,FALSE,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",2000-02-18,2000
700,10567,FALSE,6.3,Dinosaur,13.619462,/jZDp3C5howi40aCeqXDJliodXk9.jpg,en,Dinosaur,16|10751,/avv35YJ1Qd8OaGjON8Fbp3uqsHV.jpg,FALSE,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,2000-05-19,2000
574,10647,FALSE,7,Pay It Forward,13.494448,/l5diVKdxKMUkn4jOAxASbbGtSl1.jpg,en,Pay It Forward,18|10749,/uxheQvbxDWCVTjv9RuX2PMMMLGZ.jpg,FALSE,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",2000-10-12,2000
1789,9532,FALSE,6.4,Final Destination,13.016493,/nW6JfCIWqUpIESlras0nrVy4pCl.jpg,en,Final Destination,27,/pkqsU4ufXilO4ajJSdButxj8xCJ.jpg,FALSE,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",2000-03-17,2000
1205,3176,FALSE,7.3,Battle Royale,12.809135,/4J5hW5wwT20hYSEPfxvfxNLjHcg.jpg,ja,バトル・ロワイアル,18|53|12,/2RUohbrXVlWG7O1amjNdGNADECI.jpg,FALSE,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",2000-12-16,2000
358,2046,FALSE,6.4,The Gift,12.003528,/mC66QbJk1PbUrVMu3kh14adLpQl.jpg,en,The Gift,27|18|53|9648,/17DPnjwKCVZKWwHAtGUt6XeO1MB.jpg,FALSE,"When a local woman disappears and the police can't seem to find any leads, her father turns to a poor young woman with psychic powers. Slowly she starts having visions of the woman chained and in a pond. Her visions lead to the body and the arrest of an abusive husband, but did he really do it?",2000-12-22,2000
461,2067,FALSE,5.7,Mission to Mars,11.856397,/eco5chujn3Mt7HnuMTUIuobPMoX.jpg,en,Mission to Mars,18|878|12,/y97xS60jrTzOmDb2jwB0IP57qig.jpg,FALSE,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",2000-03-10,2000
747,2133,FALSE,6.2,The Perfect Storm,11.818836,/uARMPDyjiENKyUz7JRmQmLCH8L5.jpg,en,The Perfect Storm,18,/ht1Sgx744CIYeFgsZTdwwK70HyO.jpg,FALSE,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",2000-03-15,2000
104,3134,FALSE,4.1,Baise-moi,11.650921,/sLvsIgWMH9bV1IZnZOzY5dXKUHe.jpg,fr,Baise-moi,80|18|10749|53,/iZOgAvUt6q356da1sfYz1UalNO.jpg,FALSE,"Manu has lived a difficult life. Abused and violently raped, she sets off to find herself only to meet Nadine, a prostitute who has encountered one too many injustices in the world. Angry at the world, they embark on a twisted, rage-filled road trip. They choose to have sex when they please and kill when they need. Leaving a trail of mischief and dead bodies in their wake. Generating a media blitz and manhunt, soon everyone is out to capture the young fugitives.",2000-06-28,2000
629,1636,FALSE,5.7,Bedazzled,11.649038,/bgDOE1eyvi786a8vKV8rDwrAH6U.jpg,en,Bedazzled,14|35|10749,/wWXpqD4DpYu8YYJXbdhc1xGvkN0.jpg,FALSE,"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",2000-10-19,2000
3260,641,FALSE,7.9,Requiem for a Dream,11.600956,/muym4jTjdLx7E6as09d1wlC3sOB.jpg,en,Requiem for a Dream,80|18,/4xwwVbTyEqzFdiX2kop1rSTX9dR.jpg,FALSE,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,2000-10-27,2000
1025,71,FALSE,7.4,Billy Elliot,11.463982,/6VaP1H3MOW5jdkWqS5Q1NapCOS6.jpg,en,Billy Elliot,18|35|10402,/vlnhKUvu335ZM8wSD27MaFHpNu2.jpg,FALSE,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",2000-05-18,2000
514,2332,FALSE,6,Taxi 2,11.076992,/bsbllNS0oeKoxKJB0mAKnaeUjkE.jpg,fr,Taxi 2,28|35|80,/qfyYXFmERPiMtkZmMPoF7z5bmml.jpg,FALSE,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,2000-03-24,2000
414,3536,FALSE,6.1,U-571,11.014346,/6zdPIbSF9vxCBZpntNvishPo5ol.jpg,en,U-571,28|18|53|10752,/prGcR88VZWi7HsRyTdIJRjmHSgC.jpg,FALSE,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",2000-04-20,2000
390,2085,FALSE,5.9,Romeo Must Die,10.951564,/4c5YlG72lFWdvCNkTJphc4OGjBX.jpg,en,Romeo Must Die,28|80|53,/51N8GQvpWKOxmq53UdkNRpBtXvg.jpg,FALSE,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",2000-03-20,2000
454,60670,FALSE,6.8,The Crimson Rivers,10.901212,/kkRgQST0bEdEgqpPZMGaUB1twsQ.jpg,fr,Les Rivières pourpres,80|9648|53,/pXmMiqordTEbRTDNlKPnyielNVA.jpg,FALSE,"Two French policemen, one investigating a grisly murder at a remote mountain college, the other working on the desecration of a young girl's grave by skinheads, are brought together by the clues from their respective cases. Soon after they start working together, more murders are committed, and the pair begin to discover just what dark secrets are behind the killings.",2000-09-26,2000
946,4234,FALSE,5.7,Scream 3,10.793316,/3GWGslNffuMvaW9yzTCNkLmwkkE.jpg,en,Scream 3,27|9648,/sZlCYw3fdzZBo857t2cY3WzoqZW.jpg,FALSE,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",2000-02-03,2000
669,9600,FALSE,5.6,Big Momma's House,10.682444,/bse0uwxF6daKzDbxZki1SYRNZkI.jpg,en,Big Momma's House,80|35,/dIxJlRlFwd1qfs7vdwTKjcQcg0u.jpg,FALSE,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",2000-05-31,2000
733,8452,FALSE,5.7,The 6th Day,10.339341,/6pBUekwhnjW99V0cLphx7dZE2Wx.jpg,en,The 6th Day,9648|878|28,/xPHJ4X3i4O6G9fojMSWQe9zl2Lr.jpg,FALSE,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,2000-11-17,2000
761,243,FALSE,7.1,High Fidelity,10.330149,/sEZKCUFU6Ozf7hZ3UuaKWUqHLTZ.jpg,en,High Fidelity,35|18|10749|10402,/7DbIcmNxYgivKq5R4xgje3xSuqp.jpg,FALSE,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",2000-03-17,2000
53,20993,FALSE,7.1,Brother 2,10.240363,/4dMvp09WzDe91MVYTNp2HNgbEUh.jpg,ru,Брат 2,18|53,/vhAcMotyQ0530n2lppHvTKyH7fr.jpg,FALSE,"Arriving in Moscow, Chechen veteran Danila (Sergei Bodrov Jr) meets Konstantin, an old friend who tells him that his twin brother has been forced into signing a crooked contract with a US ice hockey team. Soon after this meeting, Danila discovers Konstantin dead and he sets out to avenge his death; a journey that leads him to Chicago and a whole new experience.",2000-01-01,2000
1165,10501,FALSE,7,The Road to El Dorado,10.172607,/lQnNNjT4yW3i2rmQhGibiPBnc6e.jpg,en,The Road to El Dorado,12|16|35|10751,/wO94ht5j5LpFoXeQomW0ItbOfsE.jpg,FALSE,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",2000-03-31,2000
378,10867,FALSE,6.8,Malena,9.98649,/6T3CqD4hS6xf5dnuAXcrYMsVtzR.jpg,it,Malèna,18,/7AnyXIa6M55ZRT7kMvy10umEcD7.jpg,FALSE,"On the day in 1940 that Italy enters the war, two things happen to the 12-year-old Renato: he gets his first bike, and he gets his first look at Malèna. She is a beautiful, silent outsider who's moved to this Sicilian town to be with her husband, Nico. He promptly goes off to war, leaving her to the lustful eyes of the men and the sharp tongues of the women. During the next few years, as Renato grows toward manhood, he watches Malèna suffer and prove her mettle. He sees her loneliness, then grief when Nico is reported dead, the effects of slander on her relationship with her father, her poverty and search for work, and final humiliations. Will Renato learn courage from Malèna and stand up for her?",2000-10-27,2000
806,9383,FALSE,5.6,Hollow Man,9.912703,/gBQyPpUztIJWt2Q6r1wTqcYeo6x.jpg,en,Hollow Man,28|878|53,/4ZMFxj9FR13Q6PP6N8YBPhMnN4Q.jpg,FALSE,"Cocky researcher, Sebastian Caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. The only problem is – no-one can determine how to make him visible again. Caine's predicament eventually drives him mad, with terrifying results.",2000-08-04,2000
659,2069,FALSE,6.3,The Whole Nine Yards,9.571475,/rnXnZrKipVb8v4mS2Oo6Ga2O0fg.jpg,en,The Whole Nine Yards,35|80,/1Qdk7B4hFLdQO8OTWDhcVAqcdTk.jpg,FALSE,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.",2000-02-18,2000
668,11978,FALSE,7,Men of Honor,9.525226,/4mCuFJ0r3lV1A8Vj5tq6O9aBpjZ.jpg,en,Men of Honor,18,/7wVtInOyDrYlcZGQcaGGH4rm8iJ.jpg,FALSE,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",2000-09-13,2000
338,8870,FALSE,5.5,Red Planet,9.518711,/sMholOUc89LQhp0X33JZExgxupB.jpg,en,Red Planet,53|28|878,/iluJrJJRuKJ16Apsjh4O61uVsYQ.jpg,FALSE,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",2000-11-10,2000
497,843,FALSE,7.9,In the Mood for Love,9.454551,/unOW3SxFxBdd7LMWjmRONdHWKPb.jpg,cn,花樣年華,18|10749,/fAA0S3rM3o5Sp8TIdS0MvWOGsCQ.jpg,FALSE,A melancholy story about the love between a woman and a man who live in the same building and one day find out that their husband and wife had an affair with each other. More and more the two meet during their daily lives as they determine that they both don’t want to be lonely in their marriage.,2000-05-22,2000
714,6282,FALSE,5.9,Coyote Ugly,9.446148,/15A92dWMP4anntYpAQ0Mzq7wtru.jpg,en,Coyote Ugly,35|18|10402|10749,/3eAudH9hkkr451VoAZPLEQVy5wX.jpg,FALSE,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",2000-07-30,2000
575,10559,FALSE,7,Frequency,9.39905,/n0QAAZmIaPPIShVkk8eiKwfGV9.jpg,en,Frequency,80|18|878|53,/vPfmHdjbms87scKIhmzg9QGRfSc.jpg,FALSE,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",2000-04-28,2000
50,22705,FALSE,5.5,Cheeky,9.130345,/kZITrLEiTfzzJhtwtXhQUl3ImCQ.jpg,it,Tra(sgre)dire,35|18|10749,/98ahnrena4PwLth7HFYGLf9yssH.jpg,FALSE,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira.",2000-01-28,2000
91,12609,FALSE,6.5,Help! I'm A Fish,9.088684,/jZUfsa7ABHR8bKsPfyH22uI1VaJ.jpg,da,"Hjælp, jeg er en fisk",12|16|35,/5ryEASjcPOpmksQfPj1QrO3FfQg.jpg,FALSE,"Three children accidentally get turned into fish after drinking a potion made by an eccentric scientist. The kids end up in the sea, with one problem. They must find and drink the antidote within 48 hours, or forever remain as fish.",2000-10-06,2000
128,12211,FALSE,4.5,Highlander: Endgame,9.0677,/fmDt68Pj9OiR3pfvNL9qkuhKvi2.jpg,en,Highlander: Endgame,28|14|878,/xYdzbB3TksChZLuZ9qq7iq5fFux.jpg,FALSE,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",2000-09-01,2000
239,16366,FALSE,6.4,Joseph: King of Dreams,8.977276,/dsL5nngGY8qTmXxtAamMUYVQDY3.jpg,en,Joseph: King of Dreams,10402|10751|16,/p5WF1vmFwTrdNlx6Z7mt5ksnG7W.jpg,FALSE,"In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.",2000-11-07,2000
